0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.000000000000000056e-01
2.999999999999999889e-02, 1.504492270702059709e-01
4.000000000000000083e-02, 2.013476505034884068e-01
5.000000000000000278e-02, 2.526952393203901748e-01
5.999999999999999778e-02, 3.044919622692018879e-01
7.000000000000000666e-02, 3.567377878260378221e-01
8.000000000000000167e-02, 4.094326841949125217e-01
8.999999999999999667e-02, 4.625714516785133235e-01
1.000000000000000056e-01, 5.161455117826224681e-01
1.100000000000000006e-01, 5.701465862874701696e-01
1.199999999999999956e-01, 6.245666806711407393e-01
1.300000000000000044e-01, 6.793980687890157633e-01
1.400000000000000133e-01, 7.346332786893872147e-01
1.499999999999999944e-01, 7.902650794590784233e-01
1.600000000000000033e-01, 8.462864690047926519e-01
1.700000000000000122e-01, 9.026906626862563066e-01
1.799999999999999933e-01, 9.594710827262495911e-01
1.900000000000000022e-01, 1.016621348330520425e+00
2.000000000000000111e-01, 1.074135266457511229e+00
2.099999999999999922e-01, 1.132006823183929312e+00
2.200000000000000011e-01, 1.190230175617575936e+00
2.300000000000000100e-01, 1.248799644313604906e+00
2.399999999999999911e-01, 1.307709706154600138e+00
2.500000000000000000e-01, 1.366954987658607346e+00
2.600000000000000089e-01, 1.426530258682589203e+00
2.700000000000000178e-01, 1.486430426491744727e+00
2.800000000000000266e-01, 1.546650530167795301e+00
2.899999999999999800e-01, 1.607185735331713827e+00
2.999999999999999889e-01, 1.668031329158513154e+00
3.099999999999999978e-01, 1.729182715663624581e+00
3.200000000000000067e-01, 1.790635411242126107e+00
3.300000000000000155e-01, 1.852385040443636610e+00
3.400000000000000244e-01, 1.914427331967099466e+00
3.500000000000000333e-01, 1.976758114860949433e+00
3.599999999999999867e-01, 2.039373314915312818e+00
3.699999999999999956e-01, 2.102268951233933425e+00
3.800000000000000044e-01, 2.165441132974470939e+00
3.900000000000000133e-01, 2.228886056246679903e+00
4.000000000000000222e-01, 2.292600001158766165e+00
4.100000000000000311e-01, 2.356579329002942202e+00
4.199999999999999845e-01, 2.420820479571849315e+00
4.299999999999999933e-01, 2.485319968598125762e+00
4.400000000000000022e-01, 2.550074385309942571e+00
4.500000000000000111e-01, 2.615080390095839480e+00
4.600000000000000200e-01, 2.680334712272649522e+00
4.700000000000000289e-01, 2.745834147950735549e+00
4.799999999999999822e-01, 2.811575557991143448e+00
4.899999999999999911e-01, 2.877555866049644528e+00
5.000000000000000000e-01, 2.943772056702969486e+00
5.100000000000000089e-01, 3.010221173652844140e+00
5.200000000000000178e-01, 3.076900318003715995e+00
5.300000000000000266e-01, 3.143806646610331157e+00
5.400000000000000355e-01, 3.210937370491553811e+00
5.500000000000000444e-01, 3.278289753307054522e+00
5.600000000000000533e-01, 3.345861109893692564e+00
5.700000000000000622e-01, 3.413648804858619101e+00
5.799999999999999600e-01, 3.481650251226301673e+00
5.899999999999999689e-01, 3.549862909136839662e+00
5.999999999999999778e-01, 3.618284284593095812e+00
6.099999999999999867e-01, 3.686911928254311910e+00
6.199999999999999956e-01, 3.755743434274012138e+00
6.300000000000000044e-01, 3.824776439180124665e+00
6.400000000000000133e-01, 3.894008620795366138e+00
6.500000000000000222e-01, 3.963437697196045217e+00
6.600000000000000311e-01, 4.033061425707542114e+00
6.700000000000000400e-01, 4.102877601934819651e+00
6.800000000000000488e-01, 4.172884058826404896e+00
6.900000000000000577e-01, 4.243078665770373625e+00
7.000000000000000666e-01, 4.313459327720936543e+00
7.099999999999999645e-01, 4.384023984354310066e+00
